Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP,,MI,100459,,03/10/2017,01/01/2020,01/01/2020,,,,,,,,,,604 LAURIER AVENUE WEST,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,AI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,Inspections-TUNGASUVVINGAT INUIT,16-2030 /17-1199JP-2,,MI,100459,,06/08/2017,01/01/2020,01/01/2020,,,,,,,,,,1863 RUSSELL ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100459,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,SAI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,1000 INNOVATION DRIVE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,21 FITZGERALD ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,BI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,BI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,BI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,BI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,BI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,750 PALLADIUM DRIVE,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,MI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,550 PLACE DE LA CITE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,975 ST. JOSEPH BLVD.,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,"550 Place de la Cite, 2nd-9th Fl., PWGSC, FE only-COMINAR REIT","17-1235,16-1300,16-1358,18-1814",,AI,100013,,06/22/2018,01/01/2020,01/01/2020,,,,,,,,,,110 O'CONNOR STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100013,NA
,,,Inspections-CENTURION CONFERENCE & EVENT CENTER,18-1578,,SAI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 COLONNADE ROAD SOUTH,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CENTURION CONFERENCE & EVENT CENTER
,,,Inspections-CENTURION CONFERENCE & EVENT CENTER,18-1578,,AI,NA,,05/21/2019,01/01/2020,01/01/2020,,,,,,,,,,170 COLONNADE ROAD SOUTH,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CENTURION CONFERENCE & EVENT CENTER
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,AI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-CALFRA MANAGEMENT LTD.,18-1582,,MI,100285,,02/21/2019,01/01/2020,01/01/2020,,,,,,,,,,1547 MERIVALE ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100285,NA
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,BI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,BI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,AI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,BI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,BI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,SAI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-ARCTURUS REALTY CORP.,ARCTURUS,,MI,NA,,12/12/2016,01/01/2020,01/01/2020,,,,,,,,,,2685 IRIS STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,ARCTURUS REALTY CORP.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,SAI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,BI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,BI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,AI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,BI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,BI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
,,,Inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE BRIDGEPORT (07),,MI,NA,,10/04/2016,01/01/2020,01/01/2020,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,SIGMA ASSET MANAGEMENT LTD.
